"Frequency, Hz"
33901525000
33951512500
34001500000
34051487500
34101475000
34151462500
34201450000
34251437500
34301425000
34351412500
34401400000
34451387500
34501375000
34551362500
34601350000
34651337500
34701325000
34751312500
34801300000
34851287500
34901275000
34951262500
35001250000
35051237500
35101225000
35151212500
35201200000
35251187500
35301175000
35351162500
35401150000
35451137500
35501125000
35551112500
35601100000
35651087500
35701075000
35751062500
35801050000
35851037500
35901025000
35951012500
36001000000
36050987500
36100975000
36150962500
36200950000
36250937500
36300925000
36350912500
36400900000
36450887500
36500875000
36550862500
36600850000
36650837500
36700825000
36750812500
36800800000
36850787500
36900775000
36950762500
37000750000
37050737500
37100725000
37150712500
37200700000
37250687500
37300675000
37350662500
37400650000
37450637500
37500625000
37550612500
37600600000
37650587500
37700575000
37750562500
37800550000
37850537500
37900525000
37950512500
38000500000
38050487500
38100475000
38150462500
38200450000
38250437500
38300425000
38350412500
38400400000
38450387500
38500375000
38550362500
38600350000
38650337500
38700325000
38750312500
38800300000
38850287500
38900275000
38950262500
39000250000
39050237500
39100225000
39150212500
39200200000
39250187500
39300175000
39350162500
39400150000
39450137500
39500125000
39550112500
39600100000
39650087500
39700075000
39750062500
39800050000
39850037500
39900025000
39950012500
40000000000
